1,19.79498,49.96942
2,19.80496,49.971
3,19.81908,49.97017
4,19.82616,49.97158
5,19.84515,49.9692
6,19.87195,49.96764
7,19.89896,49.9676
8,19.91389,49.97002
9,19.91569,49.97264
10,19.92584,49.97097
11,19.94085,49.97
12,19.96457,49.96826
13,19.98226,49.96946
14,19.99914,49.96962
15,20.00791,49.97125
16,20.00973,49.97264
17,20.02115,49.97072
18,20.03845,49.96954
19,20.06568,49.96755
20,20.08467,49.9692
21,20.09182,49.97157
22,20.09929,49.97151
23,20.10661,49.97154
24,20.12514,49.96929
25,20.1555,49.96693
26,20.17972,49.96816
27,20.19231,49.97048
28,20.19692,49.97208
29,20.20456,49.97147
30,19.80095,49.98281
31,19.82157629,49.98187
32,19.84459581,49.9814
33,19.85941711,49.98304
34,19.86559468,49.98476
35,19.87810816,49.9835
36,19.89203649,49.98321
37,19.90856393,49.98269
38,19.936454,49.98042
39,19.95504121,49.98228
40,19.9600214,49.985
41,19.9697002,49.98406
42,19.97955982,49.98403
43,19.99687288,49.98254
44,20.0179956,49.98178
45,20.03453246,49.98269
46,20.04904984,49.9831
47,20.04774589,49.98626
48,20.05413583,49.98472
49,20.07111631,49.9826
50,20.08691511,49.98284
51,20.1024614,49.98289
52,20.11529966,49.98343
53,20.11833194,49.98539
54,20.12752534,49.98416
55,20.14254235,49.983
56,20.16026687,49.98246
57,20.18396121,49.98126
58,20.19922191,49.98295
59,19.78773,49.99845
60,19.78835,49.99888
61,19.802,49.99627
62,19.8277,49.99386
63,19.85135,49.99427
64,19.86682,49.99591
65,19.87994,49.99638
66,19.88662,49.99766
67,19.90073,49.99618
68,19.92097,49.99495
69,19.95062,49.99307
70,19.97617,49.99389
71,19.98951,49.99633
72,19.99756,49.99739
73,20.00389,49.99773
74,20.02087,49.99561
75,20.04351,49.99447
76,20.06558,49.99459
77,20.08011,49.99609
78,20.09216,49.99659
79,20.09292,49.99885
80,20.10714,49.99616
81,20.12503,49.99542
82,20.14024,49.99596
83,20.15652,49.99574
84,20.16595,49.99711
85,20.16509,49.99917
86,20.17684,49.99665
87,20.19941,49.99449
88,19.80445,50.00811
89,19.82396,50.0081
90,19.838,50.00919
91,19.85244,50.00911
92,19.8673,50.00903
93,19.88358,50.00874
94,19.90607,50.0075
95,19.92352,50.00851
96,19.93745,50.00921
97,19.93815,50.01186
98,19.95168,50.00929
99,19.96708,50.00892
100,19.98643,50.00813
101,20.00519,50.00825
102,20.02148,50.00874
103,20.0283,50.01064
104,20.03611,50.01044
105,20.04821,50.00958
106,20.07309,50.00702
107,20.09903,50.00681
108,20.11654,50.0085
109,20.12578,50.01015
110,20.12649,50.01186
111,20.13939,50.00942
112,20.15449,50.00898
113,20.17453,50.00799
114,20.19026,50.00886
115,20.20164,50.00972
116,20.20616,50.0111
117,19.78912,50.02418
118,19.80418,50.02199
119,19.82943,50.01995
120,19.85678,50.01953
121,19.87176,50.022
122,19.87296,50.02476
123,19.88217,50.02316
124,19.897,50.02203
125,19.91547,50.02131
126,19.93487,50.02112
127,19.95213,50.02155
128,19.96461,50.0225
129,19.97347,50.02323
130,19.98481,50.02273
